@relation Train_52

@attribute	Ax	numeric
@attribute	Ay	numeric
@attribute	Az	numeric
@attribute	Asvm	numeric
@attribute	Asma	numeric
@attribute	State	{ Unknown, Trans, Lie,  Sit, Stand, Walk, Active }


@data
154.297, -576.172, -89.8438, 603.203, 820.313, Lie
167.969, -402.344, -128.906, 454.655, 759.766, Lie
300.781, -408.203, -99.6094, 516.741, 776.042, Lie
308.594, -375, -121.094, 500.519, 783.203, Lie
294.922, -410.156, -80.0781, 511.488, 783.594, Lie
277.344, -404.297, -74.2188, 495.867, 778.971, Lie
279.297, -416.016, -85.9375, 508.391, 779.297, Lie
277.344, -429.688, -82.0313, 517.958, 780.518, Lie
289.063, -416.016, -111.328, 518.671, 784.505, Lie
263.672, -392.578, -109.375, 485.39, 782.617, Lie
292.969, -419.922, -109.375, 523.572, 786.222, Lie
277.344, -400.391, -97.6563, 496.758, 785.319, Lie
283.203, -408.203, -126.953, 512.787, 787.861, Lie
269.531, -427.734, -87.8906, 513.155, 787.667, Lie
275.391, -427.734, -83.9844, 515.607, 787.63, Lie
328.125, -414.063, -85.9375, 535.256, 790.161, Lie
316.406, -394.531, -136.719, 523.889, 793.543, Lie
244.141, -453.125, -13.6719, 514.892, 788.954, Lie
298.828, -433.594, -33.2031, 527.64, 785.916, Lie
289.063, -429.688, -13.6719, 518.05, 787.76, Lie
246.094, -431.641, -95.7031, 505.999, 785.807, Lie
216.797, -439.453, -83.9844, 497.165, 782.227, Lie
271.484, -425.781, -107.422, 516.268, 783.312, Lie
236.328, -414.063, -95.7031, 486.269, 782.769, Lie
263.672, -396.484, -111.328, 488.996, 782.227, Lie
214.844, -480.469, -64.4531, 530.247, 780.599, Lie
267.578, -439.453, -56.6406, 517.615, 777.669, Lie
218.75, -460.938, -72.2656, 515.303, 776.91, Lie
248.047, -441.406, -91.7969, 514.581, 774.631, Lie
218.75, -431.641, -87.8906, 491.823, 772.569, Lie
261.719, -431.641, -78.125, 510.797, 769.965, Lie
255.859, -453.125, -82.0313, 526.797, 770.291, Lie
242.188, -419.922, -72.2656, 490.114, 767.361, Lie
242.188, -433.594, -83.9844, 503.698, 763.563, Lie
259.766, -423.828, -111.328, 509.414, 760.634, Lie
218.75, -441.406, -83.9844, 499.744, 762.478, Lie
253.906, -429.688, -91.7969, 507.471, 763.021, Lie
218.75, -449.219, -95.7031, 508.732, 764.757, Lie
251.953, -416.016, -103.516, 497.257, 764.648, Lie
210.938, -419.922, -72.2656, 475.449, 762.587, Lie
275.391, -441.406, -123.047, 534.621, 764.54, Lie
220.703, -423.828, -83.9844, 485.174, 763.563, Lie
275.391, -425.781, -82.0313, 513.672, 764.214, Lie
218.75, -431.641, -85.9375, 491.478, 762.912, Lie
255.859, -427.734, -101.563, 508.661, 764.106, Lie
253.906, -439.453, -82.0313, 514.117, 765.408, Lie
255.859, -423.828, -115.234, 508.304, 766.168, Lie
226.563, -437.5, -64.4531, 496.881, 765.625, Lie
250, -429.688, -97.6563, 506.624, 765.951, Lie
246.094, -435.547, -58.5938, 503.683, 763.129, Lie
257.813, -449.219, -109.375, 529.365, 767.687, Lie
234.375, -435.547, -70.3125, 499.576, 766.602, Lie
263.672, -439.453, -99.6094, 522.077, 767.036, Lie
265.625, -531.25, -80.0781, 599.329, 774.414, Lie
187.5, -492.188, -37.1094, 527.998, 771.159, Lie
302.734, -302.734, -117.188, 443.88, 768.88, Lie
304.688, -310.547, -166.016, 465.655, 769.423, Lie
234.375, -382.813, -222.656, 501.052, 777.018, Lie
291.016, -500, -148.438, 597.264, 782.552, Lie
330.078, -460.938, -136.719, 583.187, 793.62, Lie
261.719, -453.125, -105.469, 533.8, 795.681, Lie
292.969, -322.266, -142.578, 458.273, 796.875, Lie
302.734, -333.984, -95.7031, 460.817, 793.945, Lie
